Week_end,Indicator,High_industry,Value
2021-10-03,Number of paid jobs - 20 days,Total,2029520
2021-10-03,Number of paid jobs - 20 days,A Primary,78870
2021-10-03,Number of paid jobs - 20 days,B Goods Producing,373160
2021-10-03,Number of paid jobs - 20 days,C Services,1524950
2021-10-03,Number of paid jobs - 20 days,Z No Match,52540
2021-10-03,Number of paid jobs - 6 days,Total,839750
2021-10-03,Number of paid jobs - 6 days,A Primary,33080
2021-10-03,Number of paid jobs - 6 days,B Goods Producing,268670
2021-10-03,Number of paid jobs - 6 days,C Services,495020
2021-10-03,Number of paid jobs - 6 days,Z No Match,42980
2021-10-10,Number of paid jobs - 34 days,Total,2297650
2021-10-10,Number of paid jobs - 34 days,A Primary,102740
2021-10-10,Number of paid jobs - 34 days,B Goods Producing,433430
2021-10-10,Number of paid jobs - 34 days,C Services,1702340
2021-10-10,Number of paid jobs - 34 days,Z No Match,59150
2021-10-10,Number of paid jobs - 20 days,Total,2022520
2021-10-10,Number of paid jobs - 20 days,A Primary,79240
2021-10-10,Number of paid jobs - 20 days,B Goods Producing,372540
2021-10-10,Number of paid jobs - 20 days,C Services,1517680
2021-10-10,Number of paid jobs - 20 days,Z No Match,53050
2021-10-10,Number of paid jobs - 6 days,Total,854490
2021-10-10,Number of paid jobs - 6 days,A Primary,34060
2021-10-10,Number of paid jobs - 6 days,B Goods Producing,269200
2021-10-10,Number of paid jobs - 6 days,C Services,512470
2021-10-10,Number of paid jobs - 6 days,Z No Match,38770
2021-10-17,Number of paid jobs - 20 days,Total,2019570
2021-10-17,Number of paid jobs - 20 days,A Primary,80850
2021-10-17,Number of paid jobs - 20 days,B Goods Producing,374200
2021-10-17,Number of paid jobs - 20 days,C Services,1510960
2021-10-17,Number of paid jobs - 20 days,Z No Match,53570
2021-10-17,Number of paid jobs - 6 days,Total,731510
2021-10-17,Number of paid jobs - 6 days,A Primary,28100
2021-10-17,Number of paid jobs - 6 days,B Goods Producing,236290
2021-10-17,Number of paid jobs - 6 days,C Services,427870
2021-10-17,Number of paid jobs - 6 days,Z No Match,39250
2021-10-24,Number of paid jobs - 20 days,Total,2035270
2021-10-24,Number of paid jobs - 20 days,A Primary,82800
2021-10-24,Number of paid jobs - 20 days,B Goods Producing,374820
2021-10-24,Number of paid jobs - 20 days,C Services,1523650
2021-10-24,Number of paid jobs - 20 days,Z No Match,53990
2021-10-24,Number of paid jobs - 6 days,Total,821890
2021-10-24,Number of paid jobs - 6 days,A Primary,32200
2021-10-24,Number of paid jobs - 6 days,B Goods Producing,257940
2021-10-24,Number of paid jobs - 6 days,C Services,490150
2021-10-24,Number of paid jobs - 6 days,Z No Match,41610
2021-10-31,Number of paid jobs - 6 days,Total,870910
2021-10-31,Number of paid jobs - 6 days,A Primary,35910
2021-10-31,Number of paid jobs - 6 days,B Goods Producing,274460
2021-10-31,Number of paid jobs - 6 days,C Services,518210
2021-10-31,Number of paid jobs - 6 days,Z No Match,42320
2021-11-07,Number of paid jobs - 6 days,Total,872920
2021-11-07,Number of paid jobs - 6 days,A Primary,36200
2021-11-07,Number of paid jobs - 6 days,B Goods Producing,274040
2021-11-07,Number of paid jobs - 6 days,C Services,519910
2021-11-07,Number of paid jobs - 6 days,Z No Match,42780
